Symbol,Signal Date,Entry Date,Entry Price,Exit Date,Exit Price,Exit Reason,Return %,Equity at Entry,Shares,PnL,Return on position %
THEINVEST.NS,2025-07-04,2025-07-07,147.16,2025-07-08,147.45,RSI cross up,-0.2,647615.1399999926,440,-127.6,-0.2
BIKAJI.NS,2025-07-04,2025-07-07,732.9,2025-07-09,737.0,RSI cross up,-0.56,647487.5399999926,88,-360.8,-0.56
BSE.NS,2025-07-04,2025-07-07,2635.2,2025-09-10,2365.0,CE BUY,10.25,647126.7399999925,24,6484.8,10.25
ASHOKAMET.NS,2025-07-07,2025-07-08,17.64,2025-07-18,17.01,RSI cross up,3.57,653611.5399999926,3705,2334.15,3.57
SPORTKING.NS,2025-07-07,2025-07-08,111.95,2025-07-09,113.01,RSI cross up,-0.95,655945.6899999926,585,-620.1,-0.95
REGENCERAM.NS,2025-07-07,2025-07-08,40.01,2025-07-15,41.03,RSI cross up,-2.55,655325.5899999926,1637,-1669.74,-2.55
UNIENTER.NS,2025-07-07,2025-07-08,152.95,2025-07-21,153.18,RSI cross up,-0.15,653655.8499999926,427,-98.21,-0.15
EQUITASBNK.NS,2025-07-07,2025-07-08,63.81,2025-07-11,64.76,RSI cross up,-1.49,653557.6399999927,1024,-972.8,-1.49
HEG.NS,2025-07-07,2025-07-08,489.25,2025-07-11,501.7,RSI cross up,-2.54,652584.8399999926,133,-1655.85,-2.54
CLSEL.NS,2025-07-07,2025-07-08,347.0,2025-10-24,281.95,RSI cross up,18.75,650928.9899999927,187,12164.35,18.75
ASHOKA.NS,2025-07-07,2025-07-08,205.95,2025-07-16,207.5,RSI cross up,-0.75,663093.3399999926,321,-497.55,-0.75
OBCL.NS,2025-07-07,2025-07-08,53.8,2025-07-22,60.4,RSI cross up,-12.27,662595.7899999926,1231,-8124.6,-12.27
RELCHEMQ.NS,2025-07-07,2025-07-08,182.24,2025-07-09,179.8,RSI cross up,1.34,654471.1899999926,359,875.96,1.34
SECMARK.NS,2025-07-08,2025-07-09,149.5,2025-07-10,153.75,RSI cross up,-2.84,655347.1499999926,438,-1861.5,-2.84
SANOFICONR.NS,2025-07-08,2025-07-09,5169.0,2025-07-10,5166.0,RSI cross up,0.06,653485.6499999926,12,36.0,0.06
HGINFRA.NS,2025-07-08,2025-07-09,1054.2,2025-07-10,1065.0,RSI cross up,-1.02,653521.6499999926,61,-658.8,-1.02
SHILPAMED.NS,2025-07-08,2025-07-09,429.725,2025-07-11,441.5,RSI cross up,-2.74,652862.8499999925,151,-1778.02,-2.74
DEEPAKFERT.NS,2025-07-08,2025-07-09,1599.4,2025-07-10,1611.2,RSI cross up,-0.74,651084.8249999925,40,-472.0,-0.74
KALYANIFRG.NS,2025-07-08,2025-07-09,762.8,2025-07-10,774.8,RSI cross up,-1.57,650612.8249999925,85,-1020.0,-1.57
VIRINCHI.NS,2025-07-08,2025-07-09,21.29,2025-07-10,25.0,RSI cross up,-17.43,649592.8249999925,3051,-11319.21,-17.43
SCHAND.NS,2025-07-08,2025-07-09,226.82,2025-07-10,226.62,RSI cross up,0.09,638273.6149999925,281,56.2,0.09
CUBEXTUB.NS,2025-07-08,2025-07-09,103.4,2025-09-16,92.56,RSI cross up,10.48,638329.8149999925,617,6688.28,10.48
INDOUS.NS,2025-07-08,2025-07-09,152.25,2025-07-10,157.8,RSI cross up,-3.65,645018.0949999925,423,-2347.65,-3.65
GHCL.NS,2025-07-09,2025-07-10,605.0,2025-07-16,628.0,RSI cross up,-3.8,642670.4449999925,106,-2438.0,-3.8
DEVYANI.NS,2025-07-09,2025-07-10,171.04,2025-07-11,171.0,RSI cross up,0.02,640232.4449999925,374,14.96,0.02
NAHARSPING.NS,2025-07-09,2025-07-10,274.85,2025-07-11,275.9,RSI cross up,-0.38,640247.4049999925,232,-243.6,-0.38
DHUNINV.NS,2025-07-09,2025-07-10,1472.8,2025-07-11,1509.0,RSI cross up,-2.46,640003.8049999925,43,-1556.6,-2.46
TBZ.NS,2025-07-09,2025-07-10,193.89,2025-07-11,194.12,RSI cross up,-0.12,638447.2049999925,329,-75.67,-0.12
SASTASUNDR.NS,2025-07-09,2025-07-10,278.0,2025-07-16,291.0,RSI cross up,-4.68,638371.5349999925,229,-2977.0,-4.68
SILGO.NS,2025-07-09,2025-07-10,54.75,2025-07-11,58.0,RSI cross up,-5.94,635394.5349999925,1160,-3770.0,-5.94
GAIL.NS,2025-07-09,2025-07-10,187.0,2025-07-25,187.13,RSI cross up,-0.07,631624.5349999925,337,-43.81,-0.07
NINSYS.NS,2025-07-09,2025-07-10,467.75,2025-07-11,444.0,RSI cross up,5.08,631580.7249999924,135,3206.25,5.08
RPOWER.NS,2025-07-09,2025-07-10,64.35,2025-07-14,65.25,RSI cross up,-1.4,634786.9749999924,986,-887.4,-1.4
INCREDIBLE.NS,2025-07-10,2025-07-11,41.41,2025-07-14,41.43,RSI cross up,-0.05,633899.5749999924,1530,-30.6,-0.05
RKEC.NS,2025-07-10,2025-07-11,76.03,2025-09-02,68.98,RSI cross up,9.27,633868.9749999924,833,5872.65,9.27
ADL.NS,2025-07-10,2025-07-11,88.74,2025-08-21,96.0,RSI cross up,-8.18,639741.6249999924,720,-5227.2,-8.18
KMSUGAR.NS,2025-07-10,2025-07-11,28.02,2025-07-14,28.75,RSI cross up,-2.61,634514.4249999925,2264,-1652.72,-2.61
LINCOLN.NS,2025-07-10,2025-07-11,557.0,2025-07-18,567.35,RSI cross up,-1.86,632861.7049999925,113,-1169.55,-1.86
DBL.NS,2025-07-10,2025-07-11,493.6,2025-07-16,498.8,RSI cross up,-1.05,631692.1549999925,127,-660.4,-1.05
SUYOG.NS,2025-07-10,2025-07-11,857.2,2025-07-17,884.0,RSI cross up,-3.13,631031.7549999924,73,-1956.4,-3.13
SENCO.NS,2025-07-10,2025-07-11,338.1,2025-07-14,342.6,RSI cross up,-1.33,629075.3549999924,186,-837.0,-1.33
MAHEPC.NS,2025-07-10,2025-07-11,142.0,2025-07-14,145.0,RSI cross up,-2.11,628238.3549999924,442,-1326.0,-2.11
MTNL.NS,2025-07-10,2025-07-11,49.12,2025-07-15,52.35,RSI cross up,-6.58,626912.3549999924,1276,-4121.48,-6.58
HITECH.NS,2025-07-11,2025-07-14,95.38,2025-07-16,97.99,RSI cross up,-2.74,622790.8749999924,652,-1701.72,-2.74
TVSELECT.NS,2025-07-11,2025-07-14,427.7,2025-09-12,415.0,RSI cross up,2.97,621089.1549999925,145,1841.5,2.97
INTENTECH.NS,2025-07-11,2025-07-14,90.83,2025-07-21,93.82,RSI cross up,-3.29,622930.6549999925,685,-2048.15,-3.29
IRFC.NS,2025-07-11,2025-07-14,135.25,2025-09-11,126.31,CE BUY,6.61,620882.5049999924,459,4103.46,6.61
INDOWIND.NS,2025-07-11,2025-07-14,19.6,2025-11-13,16.7445,RSI cross up,14.57,624985.9649999924,3188,9103.33,14.57
BANDHANBNK.NS,2025-07-11,2025-07-14,175.0,2025-07-16,179.5,RSI cross up,-2.57,634089.2989999924,362,-1629.0,-2.57
IFBAGRO.NS,2025-07-11,2025-07-14,697.35,2025-07-18,725.05,RSI cross up,-3.97,632460.2989999924,90,-2493.0,-3.97
ICIL.NS,2025-07-11,2025-07-14,286.05,2025-07-16,292.0,RSI cross up,-2.08,629967.2989999924,220,-1309.0,-2.08
IRCON.NS,2025-07-11,2025-07-14,191.45,2025-07-16,192.5,RSI cross up,-0.55,628658.2989999924,328,-344.4,-0.55
JMA.NS,2025-07-11,2025-07-14,93.76,2025-07-15,94.8,RSI cross up,-1.11,628313.8989999924,670,-696.8,-1.11
ADFFOODS.NS,2025-07-14,2025-07-15,257.0,2025-07-16,264.0,RSI cross up,-2.72,627617.0989999924,244,-1708.0,-2.72
WEWIN.NS,2025-07-14,2025-07-15,44.51,2025-07-17,45.51,RSI cross up,-2.25,625909.0989999924,1406,-1406.0,-2.25
DHANBANK.NS,2025-07-14,2025-07-15,29.2,2025-07-16,29.7,RSI cross up,-1.71,624503.0989999924,2138,-1069.0,-1.71
SCHAND.NS,2025-07-14,2025-07-15,224.45,2025-07-16,229.4,RSI cross up,-2.21,623434.0989999924,277,-1371.15,-2.21
VRAJ.NS,2025-07-14,2025-07-15,169.2,2025-07-17,171.69,RSI cross up,-1.47,622062.9489999923,367,-913.83,-1.47
RPTECH.NS,2025-07-14,2025-07-15,295.95,2025-07-16,305.0,RSI cross up,-3.06,621149.1189999924,209,-1891.45,-3.06
LICI.NS,2025-07-14,2025-07-15,916.4,2025-07-16,927.5,RSI cross up,-1.21,619257.6689999924,67,-743.7,-1.21
TALBROAUTO.NS,2025-07-14,2025-07-15,289.9,2025-07-16,295.2,RSI cross up,-1.83,618513.9689999925,213,-1128.9,-1.83
COASTCORP.NS,2025-07-14,2025-07-15,37.45,2025-09-11,40.57,RSI cross up,-8.33,617385.0689999925,1648,-5141.76,-8.33
GINNIFILA.NS,2025-07-14,2025-07-15,43.5,2025-07-16,44.37,RSI cross up,-2.0,612243.3089999924,1407,-1224.09,-2.0
GALAPREC.NS,2025-07-15,2025-07-16,881.1,2025-07-17,887.2,RSI cross up,-0.69,611019.2189999925,69,-420.9,-0.69
WELINV.NS,2025-07-15,2025-07-16,1104.9,2025-09-03,1018.0,CE BUY,7.86,610598.3189999925,55,4779.5,7.86
NMDC.NS,2025-07-15,2025-07-16,68.42,2025-07-17,69.09,RSI cross up,-0.98,615377.8189999925,899,-602.33,-0.98
SRGHFL.NS,2025-07-15,2025-07-16,310.05,2025-07-17,324.05,RSI cross up,-4.52,614775.4889999925,198,-2772.0,-4.52
SANGHVIMOV.NS,2025-07-15,2025-07-16,269.2,2025-07-17,273.85,RSI cross up,-1.73,612003.4889999925,227,-1055.55,-1.73
CERA.NS,2025-07-15,2025-07-16,6520.0,2025-07-17,6950.0,RSI cross up,-6.6,610947.9389999924,9,-3870.0,-6.6
ARCHIES.NS,2025-07-15,2025-07-16,20.83,2025-09-17,19.78,RSI cross up,5.04,607077.9389999924,2914,3059.7,5.04
FIBERWEB.NS,2025-07-15,2025-07-16,48.67,2025-07-17,49.62,RSI cross up,-1.95,610137.6389999924,1253,-1190.35,-1.95
JITFINFRA.NS,2025-07-15,2025-07-16,368.0,2025-07-17,368.4,RSI cross up,-0.11,608947.2889999924,165,-66.0,-0.11
INCREDIBLE.NS,2025-07-15,2025-07-16,39.96,2025-07-17,40.55,RSI cross up,-1.48,608881.2889999924,1523,-898.57,-1.48
CORDSCABLE.NS,2025-07-16,2025-07-17,194.4,2025-07-21,203.0,RSI cross up,-4.42,607982.7189999925,312,-2683.2,-4.42
EIMCOELECO.NS,2025-07-16,2025-07-17,2438.3,2025-09-16,2265.1001,CE BUY,7.1,605299.5189999925,24,4156.8,7.1
HINDCON.NS,2025-07-16,2025-07-17,35.02,2025-07-18,36.0,RSI cross up,-2.8,609456.3165999926,1740,-1705.2,-2.8
LINDEINDIA.NS,2025-07-16,2025-07-17,6769.0,2025-09-09,6550.0,RSI cross up,3.24,607751.1165999926,8,1752.0,3.24
OLAELEC.NS,2025-07-16,2025-07-17,42.39,2025-07-24,42.95,RSI cross up,-1.32,609503.1165999926,1437,-804.72,-1.32
SPECTRUM.NS,2025-07-16,2025-07-17,1590.8,2025-07-29,1610.5,RSI cross up,-1.24,608698.3965999926,38,-748.6,-1.24
AFSL.NS,2025-07-16,2025-07-17,221.5,2025-07-24,225.0,RSI cross up,-1.58,607949.7965999927,274,-959.0,-1.58
ONGC.NS,2025-07-16,2025-07-17,243.0,2025-07-18,244.74,RSI cross up,-0.72,606990.7965999927,249,-433.26,-0.72
BIOFILCHEM.NS,2025-07-16,2025-07-17,46.85,2025-07-22,47.55,RSI cross up,-1.49,606557.5365999927,1294,-905.8,-1.49
PASUPTAC.NS,2025-07-16,2025-07-17,50.93,2025-07-25,51.99,RSI cross up,-2.08,605651.7365999926,1189,-1260.34,-2.08
ICICIPRULI.NS,2025-07-17,2025-07-18,644.0,2025-08-19,639.0,RSI cross up,0.78,604391.3965999926,93,465.0,0.78
BHAGCHEM.NS,2025-07-17,2025-07-18,302.1,2025-07-24,309.25,RSI cross up,-2.37,604856.3965999926,200,-1430.0,-2.37
PALASHSECU.NS,2025-07-17,2025-07-18,125.0,2025-07-22,128.32,RSI cross up,-2.66,603426.3965999926,482,-1600.24,-2.66
RELCHEMQ.NS,2025-07-17,2025-07-18,183.0,2025-07-21,190.0,RSI cross up,-3.83,601826.1565999927,328,-2296.0,-3.83
AMBICAAGAR.NS,2025-07-17,2025-07-18,28.11,2025-07-23,28.72,RSI cross up,-2.17,599530.1565999927,2132,-1300.52,-2.17
EXICOM.NS,2025-07-17,2025-07-18,176.3,2025-09-22,161.01,RSI cross up,8.67,598229.6365999926,339,5183.31,8.67
ANUHPHR.NS,2025-07-17,2025-07-18,99.1,2025-07-22,105.4,RSI cross up,-6.36,603412.9465999927,608,-3830.4,-6.36
HITECH.NS,2025-07-17,2025-07-18,96.0,2025-07-23,96.85,RSI cross up,-0.89,599582.5465999927,624,-530.4,-0.89
HERITGFOOD.NS,2025-07-17,2025-07-18,461.0,2025-07-21,494.8,RSI cross up,-7.33,599052.1465999926,129,-4360.2,-7.33
AVONMORE.NS,2025-07-17,2025-07-18,19.25,2025-08-19,18.78,RSI cross up,2.44,594691.9465999927,3089,1451.83,2.44
INDGN.NS,2025-07-18,2025-07-21,576.9,2025-08-04,581.0,RSI cross up,-0.71,596143.7765999926,103,-422.3,-0.71
CLEAN.NS,2025-07-18,2025-07-21,1305.5,2025-09-18,1195.7,CE BUY,8.41,595721.4765999926,45,4941.0,8.41
DATAPATTNS.NS,2025-07-18,2025-07-21,2750.7,2025-09-15,2750.0,RSI cross up,0.03,600662.4765999926,21,14.7,0.03
SANGHVIMOV.NS,2025-07-18,2025-07-21,268.0,2025-08-01,272.0,RSI cross up,-1.49,600677.1765999926,224,-896.0,-1.49
SKIPPER.NS,2025-07-18,2025-07-21,491.0,2025-08-04,523.95,RSI cross up,-6.71,599781.1765999926,122,-4019.9,-6.71
RUSHIL.NS,2025-07-18,2025-07-21,27.6,2025-08-29,25.58,RSI cross up,7.32,595761.2765999925,2158,4359.16,7.32
COSMOFIRST.NS,2025-07-18,2025-07-21,1135.0,2025-08-06,1135.0,CE BUY,0.0,600120.4365999926,52,0.0,0.0
SOUTHBANK.NS,2025-07-18,2025-07-21,29.9,2025-07-31,29.72,RSI cross up,0.6,600120.4365999926,2007,361.26,0.6
VINYLINDIA.NS,2025-07-18,2025-07-21,308.1,2025-09-04,305.0,RSI cross up,1.01,600481.6965999926,194,601.4,1.01
DLINKINDIA.NS,2025-07-18,2025-07-21,520.0,2025-09-17,513.35,RSI cross up,1.28,601083.0965999926,115,764.75,1.28
AKUMS.NS,2025-07-21,2025-07-22,544.65,2025-07-30,546.7,RSI cross up,-0.38,601847.8465999926,110,-225.5,-0.38
ATULAUTO.NS,2025-07-21,2025-07-22,457.0,2025-07-25,464.0,RSI cross up,-1.53,601622.3465999926,131,-917.0,-1.53
SIL.NS,2025-07-21,2025-07-22,19.3,2025-07-24,20.68,RSI cross up,-7.15,600705.3465999926,3112,-4294.56,-7.15
ZEEMEDIA.NS,2025-07-21,2025-07-22,14.1,2025-10-21,11.29,CE BUY,19.93,596410.7865999927,4229,11883.49,19.93
LIKHITHA.NS,2025-07-21,2025-07-22,282.9,2025-10-30,236.2,RSI cross up,16.51,608294.2765999926,215,10040.5,16.51
SPENCERS.NS,2025-07-21,2025-07-22,61.0,2025-07-23,61.51,RSI cross up,-0.84,618334.7765999926,1013,-516.63,-0.84
RBZJEWEL.NS,2025-07-21,2025-07-22,141.8,2025-07-23,142.5,RSI cross up,-0.49,617818.1465999926,435,-304.5,-0.49
LFIC.NS,2025-07-21,2025-07-22,215.49,2025-07-28,217.32,RSI cross up,-0.85,617513.6465999926,286,-523.38,-0.85
LAXMICOT.NS,2025-07-21,2025-07-22,27.75,2025-07-23,28.24,RSI cross up,-1.77,616990.2665999926,2223,-1089.27,-1.77
QUESS.NS,2025-07-21,2025-07-22,312.0,2025-07-23,313.95,RSI cross up,-0.63,615900.9965999926,197,-384.15,-0.62
ENERGYDEV.NS,2025-07-22,2025-07-23,20.79,2025-07-30,21.0,RSI cross up,-1.01,615516.8465999926,2960,-621.6,-1.01
PEARLPOLY.NS,2025-07-22,2025-07-23,30.44,2025-07-25,32.88,RSI cross up,-8.02,614895.2465999926,2020,-4928.8,-8.02
INSPIRISYS.NS,2025-07-22,2025-07-23,100.25,2025-07-25,110.0,RSI cross up,-9.73,609966.4465999926,608,-5928.0,-9.73
BAJAJ-AUTO.NS,2025-07-22,2025-07-23,8313.5,2025-07-24,8409.5,RSI cross up,-1.15,604038.4465999926,7,-672.0,-1.15
PARSVNATH.NS,2025-07-22,2025-07-23,21.1,2025-10-13,15.0,RSI cross up,28.91,603366.4465999926,2859,17439.9,28.91
IFCI.NS,2025-07-22,2025-07-23,60.44,2025-07-24,62.0,RSI cross up,-2.58,620806.3465999926,1027,-1602.12,-2.58
OBEROIRLTY.NS,2025-07-22,2025-07-23,1770.0,2025-09-22,1663.6,RSI cross up,6.01,619204.2265999926,34,3617.6,6.01
SUPREMEIND.NS,2025-07-22,2025-07-23,4092.2,2025-07-25,4201.2002,RSI cross up,-2.66,622821.8265999926,15,-1635.0,-2.66
PRIMESECU.NS,2025-07-22,2025-07-23,283.95,2025-07-24,283.5,RSI cross up,0.16,621186.8235999926,218,98.1,0.16
KEC.NS,2025-07-22,2025-07-23,871.8,2025-07-25,878.0,RSI cross up,-0.71,621284.9235999925,71,-440.2,-0.71
ALKALI.NS,2025-07-23,2025-07-24,97.51,2025-09-09,91.9,RSI cross up,5.75,620844.7235999926,636,3567.96,5.75
ALIVUS.NS,2025-07-23,2025-07-24,1025.0,2025-07-31,1035.6,RSI cross up,-1.03,624412.6835999925,60,-636.0,-1.03
CENTRALBK.NS,2025-07-23,2025-07-24,37.89,2025-08-19,36.6,RSI cross up,3.4,623776.6835999925,1646,2123.34,3.4
QUICKHEAL.NS,2025-07-23,2025-07-24,338.0,2025-09-10,335.8,RSI cross up,0.65,625900.0235999925,185,407.0,0.65
DWARKESH.NS,2025-07-23,2025-07-24,46.18,2025-09-03,46.25,RSI cross up,-0.15,626307.0235999925,1356,-94.92,-0.15
SURAKSHA.NS,2025-07-23,2025-07-24,307.8,2025-07-31,306.5,RSI cross up,0.42,626212.1035999925,203,263.9,0.42
KAPSTON.NS,2025-07-23,2025-07-24,242.42,2025-08-04,274.17,RSI cross up,-13.1,626476.0035999925,258,-8191.5,-13.1
ASIANENE.NS,2025-07-23,2025-07-24,295.0,2025-07-29,303.4,RSI cross up,-2.85,618284.5035999925,209,-1755.6,-2.85
AKG.NS,2025-07-23,2025-07-24,13.0,2025-07-30,13.4,RSI cross up,-3.08,616528.9035999925,4742,-1896.8,-3.08
RATNAVEER.NS,2025-07-23,2025-07-24,152.15,2025-07-25,154.0,RSI cross up,-1.22,614632.1035999925,403,-745.55,-1.22
DCM.NS,2025-07-24,2025-07-25,110.19,2025-11-17,99.24,RSI cross up,9.94,613886.5535999924,557,6099.15,9.94
KRN.NS,2025-07-24,2025-07-25,846.0,2025-08-08,883.5,RSI cross up,-4.43,619985.7035999924,73,-2737.5,-4.43
AROGRANITE.NS,2025-07-24,2025-07-25,38.2,2025-08-07,40.0,RSI cross up,-4.71,617248.2035999924,1615,-2907.0,-4.71
TRANSWORLD.NS,2025-07-24,2025-07-25,273.0,2025-09-04,263.0,RSI cross up,3.66,614341.2035999924,225,2250.0,3.66
INDBANK.NS,2025-07-24,2025-07-25,33.61,2025-08-20,33.27,RSI cross up,1.01,616591.2035999924,1834,623.56,1.01
BHARATWIRE.NS,2025-07-24,2025-07-25,197.0,2025-10-13,168.9,RSI cross up,14.26,617214.7635999924,313,8795.3,14.26
HAPPSTMNDS.NS,2025-07-24,2025-07-25,612.0,2025-07-28,611.0,RSI cross up,0.16,626010.0635999924,102,102.0,0.16
FIBERWEB.NS,2025-07-24,2025-07-25,49.86,2025-08-14,50.0,RSI cross up,-0.28,626112.0635999924,1255,-175.7,-0.28
MUFTI.NS,2025-07-24,2025-07-25,163.5,2025-07-31,165.11,RSI cross up,-0.98,625936.3635999925,382,-615.02,-0.98
MTNL.NS,2025-07-24,2025-07-25,49.18,2025-12-12,37.7,CE BUY,23.34,625321.3435999925,1271,14591.08,23.34
NDRAUTO.NS,2025-07-25,2025-07-28,1015.1,2025-09-08,1140.0,RSI cross up,-12.3,639912.4235999924,63,-7868.7,-12.3
FLUOROCHEM.NS,2025-07-25,2025-07-28,3500.0,2025-07-31,3540.3999,RSI cross up,-1.15,632043.7235999925,18,-727.2,-1.15
LATENTVIEW.NS,2025-07-25,2025-07-28,412.5,2025-08-21,428.8,RSI cross up,-3.95,631316.5253999925,153,-2493.9,-3.95
GOODLUCK.NS,2025-07-25,2025-07-28,1049.0,2025-07-30,1111.0,RSI cross up,-5.91,628822.6253999925,59,-3658.0,-5.91
UNIPARTS.NS,2025-07-25,2025-07-28,375.0,2025-08-12,383.8,RSI cross up,-2.35,625164.6253999925,166,-1460.8,-2.35
SINTERCOM.NS,2025-07-25,2025-07-28,134.15,2025-08-01,130.0,RSI cross up,3.09,623703.8253999924,464,1925.6,3.09
HATHWAY.NS,2025-07-25,2025-07-28,15.15,2025-08-21,14.9,RSI cross up,1.65,625629.4253999924,4129,1032.25,1.65
ASIANPAINT.NS,2025-07-25,2025-07-28,2336.2,2025-07-29,2359.0,RSI cross up,-0.98,626661.6753999924,26,-592.8,-0.98
VADILALIND.NS,2025-07-25,2025-07-28,5490.0,2025-09-10,5510.0,RSI cross up,-0.36,626068.8753999923,11,-220.0,-0.36
ASTRAL.NS,2025-07-25,2025-07-28,1440.2,2025-08-21,1419.0,RSI cross up,1.47,625848.8753999923,43,911.6,1.47
HITECHCORP.NS,2025-07-28,2025-07-29,192.43,2025-08-14,202.75,RSI cross up,-5.36,626760.4753999923,325,-3354.0,-5.36
UNIDT.NS,2025-07-28,2025-07-29,213.44,2025-09-23,205.5,RSI cross up,3.72,623406.4753999923,292,2318.48,3.72
BAJEL.NS,2025-07-28,2025-07-29,227.99,2025-07-30,235.0,RSI cross up,-3.07,625724.9553999923,274,-1920.74,-3.07
BLAL.NS,2025-07-28,2025-07-29,210.0,2025-08-21,209.1,RSI cross up,0.43,623804.2153999923,297,267.3,0.43
GUJALKALI.NS,2025-07-28,2025-07-29,575.0,2025-08-01,585.8,RSI cross up,-1.88,624071.5153999923,108,-1166.4,-1.88
JETFREIGHT.NS,2025-07-28,2025-07-29,13.4,2025-08-21,13.95,RSI cross up,-4.1,622905.1153999923,4648,-2556.4,-4.1
TOUCHWOOD.NS,2025-07-28,2025-07-29,97.8,2025-08-04,102.9,RSI cross up,-5.21,620348.7153999923,634,-3233.4,-5.21
BALAJITELE.NS,2025-07-28,2025-07-29,89.99,2025-08-04,94.02,RSI cross up,-4.48,617115.3153999923,685,-2760.55,-4.48
KELLTONTEC.NS,2025-07-28,2025-07-29,26.94,2025-07-30,29.57,RSI cross up,-9.76,614354.7653999922,2280,-5996.4,-9.76
KABRAEXTRU.NS,2025-07-28,2025-07-29,281.55,2025-07-31,287.4,RSI cross up,-2.08,608358.3653999922,216,-1263.6,-2.08
STERTOOLS.NS,2025-07-29,2025-07-30,345.0,2025-07-31,346.0,RSI cross up,-0.29,607094.7653999922,175,-175.0,-0.29
RESPONIND.NS,2025-07-29,2025-07-30,219.9,2025-07-31,222.0,RSI cross up,-0.95,606919.7653999922,275,-577.5,-0.95
TFL.NS,2025-07-29,2025-07-30,17.49,2025-07-31,17.55,RSI cross up,-0.34,606342.2653999922,3466,-207.96,-0.34
MANORAMA.NS,2025-07-29,2025-07-30,1557.0,2025-09-19,1463.8,RSI cross up,5.99,606134.3053999923,38,3541.6,5.99
ACI.NS,2025-07-29,2025-07-30,635.05,2025-08-01,666.95,RSI cross up,-5.02,609675.9053999922,96,-3062.4,-5.02
GOKUL.NS,2025-07-29,2025-07-30,43.8,2025-09-17,43.93,RSI cross up,-0.3,606613.5053999922,1384,-179.92,-0.3
GVPTECH.NS,2025-07-29,2025-07-30,10.11,2025-08-01,10.78,RSI cross up,-6.63,606433.5853999922,5998,-4018.66,-6.63
CONCORDBIO.NS,2025-07-29,2025-07-30,1835.0,2025-08-21,1715.0,CE BUY,6.54,602414.9253999921,32,3840.0,6.54
STEELCITY.NS,2025-07-29,2025-07-30,105.4,2025-07-31,108.81,RSI cross up,-3.24,606254.9253999921,575,-1960.75,-3.24
AARTECH.NS,2025-07-29,2025-07-30,67.01,2025-10-20,59.89,RSI cross up,10.63,604294.1753999921,901,6415.12,10.63
JMFINANCIL.NS,2025-07-30,2025-07-31,155.2,2025-08-14,185.81,RSI cross up,-19.72,610709.2953999921,393,-12029.73,-19.72
AJMERA.NS,2025-07-30,2025-07-31,178.4,2025-08-07,179.88,RSI cross up,-0.83,598679.5653999922,335,-495.8,-0.83
IZMO.NS,2025-07-30,2025-07-31,372.0,2025-08-08,410.15,RSI cross up,-10.26,598183.7653999921,160,-6104.0,-10.26
CORALFINAC.NS,2025-07-30,2025-07-31,44.94,2025-08-12,46.45,RSI cross up,-3.36,592079.7653999921,1317,-1988.67,-3.36
OMAXE.NS,2025-07-30,2025-07-31,97.99,2025-12-24,82.4,RSI cross up,15.91,590091.0953999921,602,9385.18,15.91
PRUDMOULI.NS,2025-07-30,2025-07-31,39.98,2025-08-01,44.62,RSI cross up,-11.61,599476.275399992,1499,-6955.36,-11.61
NKIND.NS,2025-07-30,2025-07-31,67.74,2025-08-19,76.8,RSI cross up,-13.37,592520.9153999919,874,-7918.44,-13.37
SILGO.NS,2025-07-30,2025-07-31,53.8,2025-08-05,58.1,RSI cross up,-7.99,584602.475399992,1086,-4669.8,-7.99
CONCOR.NS,2025-07-30,2025-07-31,578.9,2025-09-12,552.55,RSI cross up,4.55,579932.6753999919,100,2635.0,4.55
BIRLACORPN.NS,2025-07-30,2025-07-31,1355.0,2026-01-02,1110.0,RSI cross up,18.08,582567.6753999919,42,10290.0,18.08
WHIRLPOOL.NS,2025-07-31,2025-08-01,1325.0,2025-08-22,1313.0,RSI cross up,0.91,592857.6753999919,44,528.0,0.91
MAYURUNIQ.NS,2025-07-31,2025-08-01,548.0,2025-10-30,525.1,RSI cross up,4.18,593385.6753999919,108,2473.2,4.18
APLLTD.NS,2025-07-31,2025-08-01,977.9,2025-08-20,1002.0,RSI cross up,-2.46,595858.8753999919,60,-1446.0,-2.46
BIKAJI.NS,2025-07-31,2025-08-01,750.5,2025-08-04,754.05,RSI cross up,-0.47,594412.8753999919,79,-280.45,-0.47
WSI.NS,2025-07-31,2025-08-01,80.0,2025-08-13,92.5,RSI cross up,-15.62,594132.4253999919,742,-9275.0,-15.62
KRONOX.NS,2025-07-31,2025-08-01,180.98,2025-09-15,173.9,RSI cross up,3.91,584857.4253999919,323,2286.84,3.91
INNOVANA.NS,2025-07-31,2025-08-01,505.35,2025-08-11,525.0,RSI cross up,-3.89,587144.2653999919,116,-2279.4,-3.89
EMMBI.NS,2025-07-31,2025-08-01,109.03,2025-09-15,105.0,RSI cross up,3.7,584864.8653999919,536,2160.08,3.7
BHAGCHEM.NS,2025-07-31,2025-08-01,303.8,2025-11-12,257.06,RSI cross up,15.39,587024.9453999918,193,9020.82,15.39
FILATEX.NS,2025-07-31,2025-08-01,55.5,2025-09-05,55.87,RSI cross up,-0.67,596045.7653999918,1073,-397.01,-0.67
DENORA.NS,2025-08-01,2025-08-04,851.95,2025-08-20,866.4,RSI cross up,-1.7,595648.7553999918,69,-997.05,-1.7
PTC.NS,2025-08-01,2025-08-04,179.5,2025-08-13,185.99,RSI cross up,-3.62,594651.7053999917,331,-2148.19,-3.62
